Node,OccCentrality,TotalDegree,AvgRelevance,AvgExclusiveRelevance,Deg_L0,Rel_L0,ExRel_L0,Deg_L1,Rel_L1,ExRel_L1,Deg_L2,Rel_L2,ExRel_L2,Deg_L3,Rel_L3,ExRel_L3,Deg_L4,Rel_L4,ExRel_L4,Deg_L5,Rel_L5,ExRel_L5,Deg_L6,Rel_L6,ExRel_L6,Deg_L7,Rel_L7,ExRel_L7,Deg_L8,Rel_L8,ExRel_L8,Deg_L9,Rel_L9,ExRel_L9,Deg_L10,Rel_L10,ExRel_L10,Deg_L11,Rel_L11,ExRel_L11,Deg_L12,Rel_L12,ExRel_L12,Deg_L13,Rel_L13,ExRel_L13,Deg_L14,Rel_L14,ExRel_L14,Deg_L15,Rel_L15,ExRel_L15,Deg_L16,Rel_L16,ExRel_L16,Deg_L17,Rel_L17,ExRel_L17,Deg_L18,Rel_L18,ExRel_L18,Deg_L19,Rel_L19,ExRel_L19,Deg_L20,Rel_L20,ExRel_L20,Deg_L21,Rel_L21,ExRel_L21,Deg_L22,Rel_L22,ExRel_L22,Deg_L23,Rel_L23,ExRel_L23,Deg_L24,Rel_L24,ExRel_L24,Deg_L25,Rel_L25,ExRel_L25,Deg_L26,Rel_L26,ExRel_L26,Deg_L27,Rel_L27,ExRel_L27,Deg_L28,Rel_L28,ExRel_L28,Deg_L29,Rel_L29,ExRel_L29,Deg_L30,Rel_L30,ExRel_L30,Deg_L31,Rel_L31,ExRel_L31,Deg_L32,Rel_L32,ExRel_L32,Deg_L33,Rel_L33,ExRel_L33,Deg_L34,Rel_L34,ExRel_L34,Deg_L35,Rel_L35,ExRel_L35,Deg_L36,Rel_L36,ExRel_L36,Deg_L37,Rel_L37,ExRel_L37,Deg_L38,Rel_L38,ExRel_L38,Deg_L39,Rel_L39,ExRel_L39,Deg_L40,Rel_L40,ExRel_L40,Deg_L41,Rel_L41,ExRel_L41,Deg_L42,Rel_L42,ExRel_L42
60,0.005180,72,0.0598,0.0075,0,0.0000,0.0000,1,0.0357,0.0357,2,0.0714,0.0000,3,0.1071,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,2,0.0714,0.0357,5,0.1786,0.0000,1,0.0357,0.0357,6,0.2143,0.0000,0,0.0000,0.0000,7,0.2500,0.0357,1,0.0357,0.0000,5,0.1786,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0714,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,2,0.0714,0.0357,0,0.0000,0.0000,3,0.1071,0.0357,1,0.0357,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,5,0.1786,0.0000,0,0.0000,0.0000,4,0.1429,0.1071,3,0.1071,0.0000,2,0.0714,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,3,0.1071,0.0000,1,0.0357,0.0000,1,0.0357,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
164,0.005120,45,0.0523,0.0093,1,0.0500,0.0000,1,0.0500,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.1000,0.1000,1,0.0500,0.0500,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1500,0.0000,2,0.1000,0.0000,0,0.0000,0.0000,5,0.2500,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0500,0.0000,0,0.0000,0.0000,1,0.0500,0.0000,0,0.0000,0.0000,3,0.1500,0.0500,0,0.0000,0.0000,2,0.1000,0.0000,0,0.0000,0.0000,3,0.1500,0.0000,0,0.0000,0.0000,1,0.0500,0.0000,1,0.0500,0.0500,0,0.0000,0.0000,2,0.1000,0.0000,2,0.1000,0.0000,1,0.0500,0.0000,2,0.1000,0.0500,2,0.1000,0.0000,3,0.1500,0.1000,3,0.1500,0.0000,2,0.1000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0500,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
43,0.005115,53,0.0616,0.0093,2,0.1000,0.1000,2,0.1000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1500,0.0000,2,0.1000,0.0000,3,0.1500,0.0000,0,0.0000,0.0000,1,0.0500,0.0000,2,0.1000,0.0000,0,0.0000,0.0000,2,0.1000,0.0000,0,0.0000,0.0000,1,0.0500,0.0000,4,0.2000,0.0000,2,0.1000,0.0500,2,0.1000,0.0000,5,0.2500,0.0500,0,0.0000,0.0000,4,0.2000,0.1000,4,0.2000,0.0000,5,0.2500,0.1000,1,0.0500,0.0000,2,0.1000,0.0000,1,0.0500,0.0000,1,0.0500,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.1000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0500,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0500,0.0000
152,0.005115,57,0.0473,0.0100,0,0.0000,0.0000,2,0.0714,0.0357,1,0.0357,0.0357,4,0.1429,0.1071,2,0.0714,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,2,0.0714,0.0000,0,0.0000,0.0000,8,0.2857,0.0000,2,0.0714,0.0357,3,0.1071,0.0000,8,0.2857,0.0000,3,0.1071,0.0357,1,0.0357,0.0000,0,0.0000,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,2,0.0714,0.0357,0,0.0000,0.0000,4,0.1429,0.0714,0,0.0000,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,2,0.0714,0.0357,0,0.0000,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,1,0.0357,0.0000,1,0.0357,0.0000,2,0.0714,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,2,0.0714,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0357,0.0357,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
145,0.005030,54,0.0502,0.0102,1,0.0400,0.0000,2,0.0800,0.0000,2,0.0800,0.0000,2,0.0800,0.0000,2,0.0800,0.0000,1,0.0400,0.0000,1,0.0400,0.0400,0,0.0000,0.0000,2,0.0800,0.0400,2,0.0800,0.0000,2,0.0800,0.0000,0,0.0000,0.0000,4,0.1600,0.1200,0,0.0000,0.0000,2,0.0800,0.0000,3,0.1200,0.0000,2,0.0800,0.0400,0,0.0000,0.0000,2,0.0800,0.0400,0,0.0000,0.0000,3,0.1200,0.0400,3,0.1200,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,3,0.1200,0.0000,0,0.0000,0.0000,2,0.0800,0.0000,3,0.1200,0.0000,0,0.0000,0.0000,3,0.1200,0.0400,0,0.0000,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,1,0.0400,0.0400,1,0.0400,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0400,0.0400,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0800,0.0000
172,0.005015,52,0.0465,0.0098,0,0.0000,0.0000,1,0.0385,0.0385,2,0.0769,0.0385,0,0.0000,0.0000,2,0.0769,0.0000,2,0.0769,0.0000,1,0.0385,0.0385,1,0.0385,0.0000,0,0.0000,0.0000,4,0.1538,0.0000,12,0.4615,0.1154,1,0.0385,0.0000,3,0.1154,0.0385,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,4,0.1538,0.0385,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,3,0.1154,0.0385,0,0.0000,0.0000,6,0.2308,0.0385,0,0.0000,0.0000,2,0.0769,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,1,0.0385,0.0385,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
139,0.005010,55,0.0492,0.0134,0,0.0000,0.0000,1,0.0385,0.0385,1,0.0385,0.0385,4,0.1538,0.0385,2,0.0769,0.0000,1,0.0385,0.0000,2,0.0769,0.0769,2,0.0769,0.0000,0,0.0000,0.0000,1,0.0385,0.0000,2,0.0769,0.0000,1,0.0385,0.0000,8,0.3077,0.1538,0,0.0000,0.0000,2,0.0769,0.0000,1,0.0385,0.0000,2,0.0769,0.0385,0,0.0000,0.0000,1,0.0385,0.0385,0,0.0000,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,5,0.1923,0.0769,1,0.0385,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1154,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,3,0.1154,0.0385,3,0.1154,0.0000,0,0.0000,0.0000,1,0.0385,0.0385,1,0.0385,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
68,0.005005,60,0.0537,0.0125,1,0.0385,0.0385,2,0.0769,0.0385,0,0.0000,0.0000,1,0.0385,0.0000,2,0.0769,0.0385,2,0.0769,0.0385,2,0.0769,0.0385,0,0.0000,0.0000,0,0.0000,0.0000,8,0.3077,0.1154,1,0.0385,0.0385,6,0.2308,0.0000,3,0.1154,0.0000,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,5,0.1923,0.0769,1,0.0385,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,2,0.0769,0.0000,2,0.0769,0.0385,1,0.0385,0.0000,4,0.1538,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0769,0.0385,2,0.0769,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,2,0.0769,0.0000,2,0.0769,0.0385,1,0.0385,0.0000,1,0.0385,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
158,0.004960,56,0.0395,0.0134,0,0.0000,0.0000,1,0.0303,0.0303,2,0.0606,0.0000,2,0.0606,0.0303,2,0.0606,0.0000,1,0.0303,0.0000,2,0.0606,0.0303,2,0.0606,0.0000,1,0.0303,0.0303,5,0.1515,0.0606,1,0.0303,0.0000,2,0.0606,0.0000,3,0.0909,0.0909,0,0.0000,0.0000,2,0.0606,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0303,0.0000,0,0.0000,0.0000,5,0.1515,0.0909,1,0.0303,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,2,0.0606,0.0303,0,0.0000,0.0000,1,0.0303,0.0000,1,0.0303,0.0303,0,0.0000,0.0000,1,0.0303,0.0000,1,0.0303,0.0000,2,0.0606,0.0000,2,0.0606,0.0606,2,0.0606,0.0000,1,0.0303,0.0303,3,0.0909,0.0303,0,0.0000,0.0000,1,0.0303,0.0000,2,0.0606,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0303,0.0303
107,0.004835,56,0.0434,0.0124,0,0.0000,0.0000,1,0.0333,0.0333,2,0.0667,0.0333,1,0.0333,0.0000,3,0.1000,0.0000,1,0.0333,0.0000,2,0.0667,0.0667,2,0.0667,0.0000,0,0.0000,0.0000,7,0.2333,0.1000,3,0.1000,0.0333,3,0.1000,0.0000,4,0.1333,0.0333,0,0.0000,0.0000,3,0.1000,0.0333,0,0.0000,0.0000,1,0.0333,0.0000,3,0.1000,0.0333,4,0.1333,0.0333,1,0.0333,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,3,0.1000,0.0333,1,0.0333,0.0333,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0667,0.0333,1,0.0333,0.0333,2,0.0667,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,1,0.0333,0.0000
65,0.004825,52,0.0484,0.0112,0,0.0000,0.0000,1,0.0400,0.0400,2,0.0800,0.0400,1,0.0400,0.0000,2,0.0800,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0800,0.0000,2,0.0800,0.0400,6,0.2400,0.1200,2,0.0800,0.0000,6,0.2400,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,4,0.1600,0.0000,0,0.0000,0.0000,1,0.0400,0.0000,2,0.0800,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,2,0.0800,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1200,0.0800,0,0.0000,0.0000,2,0.0800,0.0000,3,0.1200,0.0000,0,0.0000,0.0000,2,0.0800,0.0400,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1200,0.0400,0,0.0000,0.0000,3,0.1200,0.0800,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
58,0.004770,55,0.0474,0.0095,0,0.0000,0.0000,3,0.1111,0.0370,2,0.0741,0.0370,1,0.0370,0.0000,2,0.0741,0.0000,2,0.0741,0.0000,0,0.0000,0.0000,2,0.0741,0.0000,0,0.0000,0.0000,3,0.1111,0.1111,3,0.1111,0.0000,1,0.0370,0.0000,3,0.1111,0.0370,1,0.0370,0.0000,2,0.0741,0.0370,1,0.0370,0.0000,0,0.0000,0.0000,1,0.0370,0.0000,4,0.1481,0.0370,0,0.0000,0.0000,5,0.1852,0.0741,2,0.0741,0.0000,1,0.0370,0.0000,1,0.0370,0.0000,3,0.1111,0.0000,0,0.0000,0.0000,4,0.1481,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0741,0.0000,0,0.0000,0.0000,2,0.0741,0.0000,1,0.0370,0.0000,0,0.0000,0.0000,2,0.0741,0.0370,0,0.0000,0.0000,1,0.0370,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
141,0.004680,44,0.0539,0.0086,0,0.0000,0.0000,1,0.0526,0.0526,1,0.0526,0.0000,0,0.0000,0.0000,2,0.1053,0.0000,0,0.0000,0.0000,2,0.1053,0.0000,2,0.1053,0.0000,0,0.0000,0.0000,7,0.3684,0.0000,0,0.0000,0.0000,2,0.1053,0.0000,5,0.2632,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.1053,0.0526,2,0.1053,0.1053,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0526,0.0526,1,0.0526,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.2105,0.1053,0,0.0000,0.0000,4,0.2105,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.2105,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0526,0.0000,1,0.0526,0.0000,1,0.0526,0.0000,0,0.0000,0.0000,1,0.0526,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
73,0.004660,53,0.0536,0.0091,2,0.0870,0.0435,2,0.0870,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,2,0.0870,0.0000,2,0.0870,0.0000,0,0.0000,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,6,0.2609,0.0000,2,0.0870,0.0000,2,0.0870,0.0000,6,0.2609,0.0435,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0870,0.0000,2,0.0870,0.0870,0,0.0000,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,4,0.1739,0.0435,3,0.1304,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,3,0.1304,0.0435,0,0.0000,0.0000,3,0.1304,0.0000,3,0.1304,0.0435,0,0.0000,0.0000,2,0.0870,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0870,0.0870,1,0.0435,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
97,0.004660,44,0.0426,0.0126,0,0.0000,0.0000,1,0.0417,0.0417,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0417,0.0000,1,0.0417,0.0417,0,0.0000,0.0000,2,0.0833,0.0417,0,0.0000,0.0000,4,0.1667,0.0833,3,0.1250,0.0000,1,0.0417,0.0000,4,0.1667,0.0417,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0833,0.0417,3,0.1250,0.0833,1,0.0417,0.0000,4,0.1667,0.0833,0,0.0000,0.0000,2,0.0833,0.0417,1,0.0417,0.0000,0,0.0000,0.0000,1,0.0417,0.0000,2,0.0833,0.0000,0,0.0000,0.0000,3,0.1250,0.0000,2,0.0833,0.0000,1,0.0417,0.0417,0,0.0000,0.0000,1,0.0417,0.0000,0,0.0000,0.0000,1,0.0417,0.0000,0,0.0000,0.0000,3,0.1250,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
197,0.004590,31,0.0328,0.0169,0,0.0000,0.0000,0,0.0000,0.0000,15,0.6818,0.5909,1,0.0455,0.0000,0,0.0000,0.0000,1,0.0455,0.0455,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0455,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0455,0.0000,0,0.0000,0.0000,2,0.0909,0.0455,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0455,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0455,0.0455,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
90,0.004555,50,0.0529,0.0085,0,0.0000,0.0000,1,0.0455,0.0455,2,0.0909,0.0000,4,0.1818,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0455,0.0455,5,0.2273,0.0455,0,0.0000,0.0000,8,0.3636,0.0909,2,0.0909,0.0455,1,0.0455,0.0000,0,0.0000,0.0000,4,0.1818,0.0000,3,0.1364,0.0000,0,0.0000,0.0000,1,0.0455,0.0000,1,0.0455,0.0000,1,0.0455,0.0000,0,0.0000,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,1,0.0455,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0455,0.0000,0,0.0000,0.0000,3,0.1364,0.0000,0,0.0000,0.0000,1,0.0455,0.0000,2,0.0909,0.0000,0,0.0000,0.0000,2,0.0909,0.0909,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
82,0.004550,60,0.0517,0.0103,1,0.0370,0.0000,1,0.0370,0.0000,1,0.0370,0.0370,1,0.0370,0.0370,3,0.1111,0.0370,2,0.0741,0.0000,1,0.0370,0.0370,3,0.1111,0.0000,0,0.0000,0.0000,5,0.1852,0.0000,1,0.0370,0.0000,2,0.0741,0.0000,5,0.1852,0.0370,0,0.0000,0.0000,1,0.0370,0.0370,2,0.0741,0.0000,2,0.0741,0.0370,1,0.0370,0.0000,2,0.0741,0.0000,0,0.0000,0.0000,4,0.1481,0.0370,2,0.0741,0.0000,2,0.0741,0.0000,1,0.0370,0.0000,2,0.0741,0.0000,0,0.0000,0.0000,1,0.0370,0.0370,0,0.0000,0.0000,4,0.1481,0.0370,3,0.1111,0.0000,0,0.0000,0.0000,2,0.0741,0.0370,1,0.0370,0.0000,0,0.0000,0.0000,3,0.1111,0.0370,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0370,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
85,0.004545,48,0.0399,0.0158,0,0.0000,0.0000,1,0.0357,0.0357,1,0.0357,0.0357,0,0.0000,0.0000,2,0.0714,0.0357,2,0.0714,0.0000,2,0.0714,0.0357,2,0.0714,0.0000,0,0.0000,0.0000,4,0.1429,0.1071,1,0.0357,0.0000,2,0.0714,0.0000,1,0.0357,0.0000,3,0.1071,0.0357,1,0.0357,0.0000,0,0.0000,0.0000,5,0.1786,0.1429,2,0.0714,0.0000,1,0.0357,0.0000,1,0.0357,0.0000,1,0.0357,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0714,0.0357,0,0.0000,0.0000,2,0.0714,0.0357,0,0.0000,0.0000,4,0.1429,0.0357,4,0.1429,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0714,0.0714,0,0.0000,0.0000,1,0.0357,0.0357,0,0.0000,0.0000,1,0.0357,0.0357,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
63,0.004465,49,0.0380,0.0116,1,0.0333,0.0000,1,0.0333,0.0000,1,0.0333,0.0333,2,0.0667,0.0000,2,0.0667,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0667,0.0000,0,0.0000,0.0000,2,0.0667,0.0333,3,0.1000,0.0333,4,0.1333,0.0000,2,0.0667,0.0667,1,0.0333,0.0000,11,0.3667,0.1333,1,0.0333,0.0333,1,0.0333,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,3,0.1000,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,3,0.1000,0.1000,1,0.0333,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0667,0.0333,1,0.0333,0.0333,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0333,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
75,0.004455,43,0.0400,0.0121,2,0.0800,0.0000,2,0.0800,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1200,0.0000,1,0.0400,0.0000,2,0.0800,0.0400,2,0.0800,0.0000,0,0.0000,0.0000,3,0.1200,0.1200,4,0.1600,0.0400,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0800,0.0400,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,4,0.1600,0.0400,0,0.0000,0.0000,1,0.0400,0.0400,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1200,0.0000,3,0.1200,0.0000,6,0.2400,0.1200,1,0.0400,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0400,0.0400,0,0.0000,0.0000,1,0.0400,0.0400,0,0.0000,0.0000,1,0.0400,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
110,0.004415,51,0.0659,0.0078,0,0.0000,0.0000,3,0.1667,0.1667,0,0.0000,0.0000,1,0.0556,0.0556,2,0.1111,0.0556,0,0.0000,0.0000,1,0.0556,0.0000,1,0.0556,0.0000,0,0.0000,0.0000,5,0.2778,0.0000,7,0.3889,0.0556,2,0.1111,0.0000,5,0.2778,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1667,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1667,0.0000,2,0.1111,0.0000,2,0.1111,0.0000,1,0.0556,0.0000,1,0.0556,0.0000,0,0.0000,0.0000,3,0.1667,0.0000,3,0.1667,0.0000,2,0.1111,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0556,0.0000,1,0.0556,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0556,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0556,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
180,0.004385,51,0.0494,0.0087,0,0.0000,0.0000,1,0.0417,0.0417,1,0.0417,0.0417,0,0.0000,0.0000,2,0.0833,0.0000,1,0.0417,0.0417,0,0.0000,0.0000,2,0.0833,0.0000,0,0.0000,0.0000,6,0.2500,0.0000,2,0.0833,0.0417,2,0.0833,0.0000,7,0.2917,0.0417,0,0.0000,0.0000,1,0.0417,0.0000,2,0.0833,0.0000,1,0.0417,0.0417,2,0.0833,0.0000,1,0.0417,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,3,0.1250,0.0000,1,0.0417,0.0000,2,0.0833,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0417,0.0000,4,0.1667,0.0833,0,0.0000,0.0000,2,0.0833,0.0000,1,0.0417,0.0000,0,0.0000,0.0000,1,0.0417,0.0000,1,0.0417,0.0000,2,0.0833,0.0417,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,2,0.0833,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
66,0.004255,54,0.0546,0.0081,1,0.0435,0.0435,3,0.1304,0.0435,2,0.0870,0.0435,1,0.0435,0.0000,3,0.1304,0.0000,2,0.0870,0.0000,1,0.0435,0.0435,5,0.2174,0.0000,0,0.0000,0.0000,3,0.1304,0.0000,1,0.0435,0.0000,8,0.3478,0.0000,2,0.0870,0.0435,0,0.0000,0.0000,6,0.2609,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,2,0.0870,0.0000,3,0.1304,0.0000,0,0.0000,0.0000,1,0.0435,0.0435,0,0.0000,0.0000,2,0.0870,0.0000,0,0.0000,0.0000,3,0.1304,0.0435,0,0.0000,0.0000,2,0.0870,0.0435,0,0.0000,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,1,0.0435,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
